description,image,lettre,nom
"""A grudge is a sentiment that is chained down and cannot move. That fixed sentiment becomes sadness, and when that sadness remains chained with no escape…it becomes hostile…” Baek-On and Ho-Yeon are e...",https://cdn.myanimelist.net/r/50x70/images/manga/2/44941.jpg?s=14dadc9b1a185a512c36f8bb2d7ca812,P,Pahanjip
1. Tomato 2. Momo Supplement 3. Ure-tsun! 4. Dental Oneesan (Miss Dentist) 5. Love Assistant 6. You and Alcohol Sex 7-9. Sweet Home 10. Oppai Collection,https://cdn.myanimelist.net/r/50x70/images/manga/2/97275.jpg?s=7c4383c6138ecce5040e622a5a8972fc,P,Pai Colle
1-2. Gakuen Heaven 3. Doutei Sotsugyou Ryokou: Japan kara Kimashita (Virginity Graduation Trip) 4. Oshaburi Waisetsu Yuugi (Playful Obscene Sucking) 5. Yuusei yori no Oppai X (The Tits From Planet X)...,https://cdn.myanimelist.net/r/50x70/images/manga/2/93505.jpg?s=8d496a52345bc374f266198af46e3bfd,P,Pai Fella Lady
1-2. Basin 3. Double Feeding 4. Natsu wo Torimodose! 5. Naka ni Goannai 6. Kanojo no Fuman 7. Sono Amasa ni wa Wake ga Aru. 8. Jouzu ni Yakemashita 9. Ninja Revenge,https://cdn.myanimelist.net/r/50x70/images/manga/1/97953.jpg?s=a31dc14e3dcbb31324f14c2269bc2480,P,Pai Koki: Kanojo no Mune wa Chichi Onaho
"A unique take on the anit-hero theme, ""White Dragon""'s main character is Tatsuto Shriakawa: a pragmatic, cold, nearly-emotionless, independent witness protection agent-thing. Anyway, his life is prett...",https://cdn.myanimelist.net/r/50x70/images/manga/3/183093.jpg?s=ba84a8c01c95f6b0a131ff11120b7ab3,P,Pai Long
1. Nip Lip Whip 2. 凹凸 3. Rojiura Rodeo 4. Nukarumi no Fukurami 5. Mama naranai Swap,https://cdn.myanimelist.net/r/50x70/images/manga/3/255023.jpg?s=600334ab2e5b5f8a22c8e7a1dfc01989,P,Pai Mandara
"This is a story of a boy who gets power of making girls' breasts big. There is a rumor spreading among people in the town that if a girl touches a special statue enshrined in Yachigusa Shrine, her bre...",https://cdn.myanimelist.net/r/50x70/images/manga/3/134551.jpg?s=35ffe596c5279c3aac6d787e221c2b38,P,Pai Touch!
,https://cdn.myanimelist.net/r/50x70/images/manga/1/165800.jpg?s=66fee378bae5b5f3e985b6cb1f302ecc,P,Pai x 3! Osananajimi wa Kyonyuu Sanshimai
1-3. Aneimo♡Complex 4. Awahime♡Tenshi 5. Jimi Ko ga Mizugi ni Kigaetara♡ 6. Lucky H! Suimin Gakushuu♡ 7. Pipe Mash♡Naomi-chan♡ 8. Eroero♡Chintama-matsuri 9. Yurina no Yuuwaku Daisakusen♡ 10. Momoko no...,https://cdn.myanimelist.net/r/50x70/images/manga/1/119397.jpg?s=4e8de44a52019e65df6b6160904d152a,P,Pai-Communication♡
,https://cdn.myanimelist.net/r/50x70/images/manga/2/153619.jpg?s=a59d0df0b97be60278a18ebff8edea2d,P,Pai-Lolis
"Series of 9 one shots titles are Never Honest Brainiac Home Tutor Captivating Exhi-Vision My Little Virgin I'll Love You More Than Now Unforgettable Day Between Four-Eyes' Tits From China, With Love T...",https://cdn.myanimelist.net/r/50x70/images/manga/1/49545.jpg?s=b9b7ca90ad115a243e282d9767e90a9e,P,Pai-Nuki
,https://cdn.myanimelist.net/r/50x70/images/manga/1/108123.jpg?s=c96705e25b8a99eacf0daf780069e2be,P,Pai☆Rela
Volume 1 1. Tit Fuck Ghost 2. Maid's Knowledge 3. First Time as a Maid 4. Do Your Best on Your Own Maid-san 5. I Want Larger Tits Maid-san 6. Surprising New Maid 7. Two Junior Maid-san 8-10. I'll Forc...,https://cdn.myanimelist.net/r/50x70/images/manga/1/110479.jpg?s=02dc76b14a3e7088a9127e91d7d4e6e3,P,Pai☆Zuri
1. Kozue Oneechan to Boku 2-3. Ore no Osananajimi Tsuyoi 4. Best Shot 5. Oretachi ni wa Sensei ga Iru!! 6. Perfect Body! 7. One Night Wolf! 8. Zenzen Wakaren! 9. Aishou Batsu Maru! 10. Ore no Osananaj...,https://cdn.myanimelist.net/r/50x70/images/manga/1/252998.jpg?s=9c56947d4829314da6da444246bd455d,P,Pai♡Parade
1. Rate to Paicchu♥ 2. Chichi Ana 3. Baku Shibori! Chichi Milk Bokujou: Sakunyuu Mura no Ushi Musume-tachi 4. Chichijoku no Chichinose-san 5. Sae no Sakusei Nikki 6-8. Chichigokoro Denshin 9. Funnyuu...,https://cdn.myanimelist.net/r/50x70/images/manga/2/227924.jpg?s=4bc2c6aa69173a57f5a57b89f133977b,P,Paicchu♥
"Heejae is the youngest executive director of the Jinhwa Group, nicknamed the ""Chaebol Prince"" by the public. But his life is turned upside down when documents linking him to an embezzlement scheme are...",https://cdn.myanimelist.net/r/50x70/images/manga/3/266138.jpg?s=2ef991f4c458cac8f2a59d63d667b606,P,Paid
1-4. Paidol M@ster! 5. Oppai no Ookina Oneesan wa Suki desu ka?,https://cdn.myanimelist.net/r/50x70/images/manga/1/245160.jpg?s=97a6a4ab3add7b9d4db981f334e00a03,P,Paidol M@ster!
"Doyun Cha decides he isn't looking for ""true love."" In fact, he wants a fake marriage. One fateful night, Hayeon, who's known him since their college club days, confesses to Doyun that she wants in on...",https://cdn.myanimelist.net/r/50x70/images/manga/2/263669.jpg?s=f2a3d26adecd355b2b537f30483d2bd7,P,"Painful, but Desirable"
,https://cdn.myanimelist.net/r/50x70/images/manga/2/155157.jpg?s=50d1e65ba1d97d07ed45be97af2fdf3d,P,Painter in the Wind
"Baek Na-kyum is a young man with a single talent: painting explicit depictions of men caught in the throes of passion. Having published his pornographic art under a pseudonym for several years, Na-kyu...",https://cdn.myanimelist.net/r/50x70/images/manga/3/249147.jpg?s=419185f98a02cba05ff14152f4648542,P,Painter of the Night
"In the early Song Dynasty (AD 960-1127), at the western border of the Tangut Empire - a pivot point of the Silk Road - furious battles were being fought. Brave warriors of the Tangut and a strange rel...",https://cdn.myanimelist.net/r/50x70/images/manga/5/27498.jpg?s=26e63e3da81465974f6a17d3d4ce4a72,P,Painting Warriors
1. Koukiatsu Sisters (High Pressure Sisters) 2-3. Rival♥Love 4. Doubles Heaven 5. Beginners (We Are Love Beginners) 6. Celeb na ￮￮￮ Omiseshimasu 7. Freshers no Junan (The Suffering of Freshers) 8. Kak...,https://cdn.myanimelist.net/r/50x70/images/manga/2/136879.jpg?s=178eeea99a1ada63eee8d92845bed1f4,P,Paipain
"Shin belongs to a cheer group. Though he wasn't interested in it, Yuko, his older sister, forced him to join it... As a matter of fact, there are only two members, Shin and Yuko. On the other hand, a...",https://cdn.myanimelist.net/r/50x70/images/manga/3/241447.jpg?s=87c2a756184743fcdc3233c77dd5b650,P,Paizuri Cheerleader vs Sakunyuu Ouendan!
1. Paizuri Hime 2. Felattio Hime 3. Kaguya Himesama 4. Hurdle Koete 5. Fuyu Doujou 6. Pochatto Love♡ 7. Money-Momi Go! 8. Neechan yori Ai wo Komete '04 9. Ninja Kentei Shizune 10. Fukanshou no Hito 11...,https://cdn.myanimelist.net/r/50x70/images/manga/2/48871.jpg?s=016a41474ad988e97c9153b5c9a4ee9b,P,Paizuri Hime
"Keisuke and Makura are childhood friends who grew up together almost like brother and sister. One day, due to a misunderstanding they had, Makura left the house angry until Keisuke's Mom is worried ab...",https://cdn.myanimelist.net/r/50x70/images/manga/1/179390.jpg?s=25fde5c61270b4a4f95cdce1b6d73df7,P,Pajama na Kanojo.
"Momo is a 4 year old girl who lost both her parents. She now lives with her grandfather, who she calls ""Paji."" (Papa + Ojii-chan = Paji). The story is about their simple, but warm life together in the...",https://cdn.myanimelist.net/r/50x70/images/manga/3/41629.jpg?s=fb691d306dd0771be4f06f823e3a6ab8,P,Paji
,https://cdn.myanimelist.net/r/50x70/images/manga/5/284898.jpg?s=ab45a6aa8106fe0a1e986ac1c5e22607,P,Pakisu-tan
,https://cdn.myanimelist.net/r/50x70/images/manga/2/248510.jpg?s=e8cb4f127c0cef4b1def08478c44c447,P,Pakka
A collection of experimental short stories.,https://cdn.myanimelist.net/r/50x70/images/manga/1/229980.jpg?s=04ab06eb5a3e46aa88f1c3320ebcf8c5,R,R
Volume 1 1-4. R Shitei 1-4 5. Natsu no Patricia 6. Shishunki no Mori-kun 7. Kagami no Kuni Arisu 8. Neverland 9. Mebae Volume 2 1-4. R Shitei 5-8 5-10. Kurihiroi Series,https://cdn.myanimelist.net/r/50x70/images/manga/1/94041.jpg?s=572dc713bc599d2ea3f668e99f38e8ed,R,R Shitei
"Akutagawa Taketo is a teenage porn novel writer. He enters Hirameki Gakuen, which accepts only geniuses with outstanding talent. He leads his classmates with his porn skills to win the interclass comp...",https://cdn.myanimelist.net/r/50x70/images/manga/3/38010.jpg?s=654b4884834ea91d54e0fc19e7e513a7,R,R-15
"Akutagawa Takuto is a teenage porn novel writer. He enters Hirameki Gakuen, which accepts only geniuses with outstanding talent. He leads his classmates with his porn skills to win the interclass comp...",https://cdn.myanimelist.net/r/50x70/images/manga/1/37962.jpg?s=2b10e77bf0fd9e93ce1d3c7cd7f3181b,R,R-15
,https://cdn.myanimelist.net/r/50x70/images/manga/2/21092.jpg?s=10d13decc7cb45941115a51c6ea7da05,R,R-16
1. Akogare... (Longing) 2. Kizuna (Bonds) 3. Change! 4. Kyoudai (Siblings) 5. Osanai Koukishin (Childhood Curiosity) 6. Tawamure no Daishou (Price of Fun) 7. Thrill 8. Mitsuyaku (Secret Pact) 9. Sono...,https://cdn.myanimelist.net/r/50x70/images/manga/2/160649.jpg?s=6bd7d1857c243ff243912746ed40ee3f,R,R-18
Riko Mitsumi is sixteen year-old girl who is pretty and a good student. She would be like most girls if she wasn't constantly dreaming about sex and using a pseudonym to write about it. (Source: M-U),https://cdn.myanimelist.net/r/50x70/images/manga/3/5791.jpg?s=cd99fd38c18df1bd103b1fdd2e3a1c1f,R,R-18 Love Report!
An anthology of BL short stories by various mangaka.,https://cdn.myanimelist.net/r/50x70/images/manga/2/283719.jpg?s=ee99213a028e16a0ef01df9f955d18fe,R,R-40 BL
R-Chuugakusei talks about three teenager's daily and sexual life.,https://cdn.myanimelist.net/r/50x70/images/manga/3/210679.jpg?s=3c81fbe301f0a4142d66dab49413b628,R,R-Chuugakusei
,https://cdn.myanimelist.net/r/50x70/images/manga/2/68663.jpg?s=01c24bb379aff08cb74d80d23aeccfe8,R,R-Tekikaku
"Humanity has lost. By the end of World War Three, the R-virus has decimated 80% of the world's population. To make matters worse, the virus transforms the infected into mindless monsters who crave hum...",https://cdn.myanimelist.net/r/50x70/images/manga/2/281650.jpg?s=c4580babfaeae7705e3c176737d3f782,R,R-X: Rayer Hunter
,https://cdn.myanimelist.net/r/50x70/images/manga/2/94187.jpg?s=45cdb011caac9fc6cced48ca29296047,R,R.A
"Takeshi Takasaka always makes time to visit his ""girlfriend,"" even though she is nothing more than a fictional character within a virtual reality game. While immersed in his VR, Takeshi gets an unexpe...",https://cdn.myanimelist.net/r/50x70/images/manga/3/189700.jpg?s=380a47776555128aa349cf8831640534,R,R.E.I.N.A
,https://cdn.myanimelist.net/r/50x70/images/manga/3/67729.jpg?s=7f75afb037b0c2675e3c9aef565ab7c2,R,R.G.B!
"Transylvania Rose is a bored angel who descends to Earth to clean a few souls. When she witnesses a depressed undertaker slitting his wrists, Rose rips off one of her wings and gives it to the underta...",https://cdn.myanimelist.net/r/50x70/images/manga/3/254481.jpg?s=ffb35017fea6696a28ef4b0988a44680,R,R.I.P.
The new manga is a side story that is much darker than the Read or Die stories that came before it. It is set in a world where the death of books has been declared after the last printing press shuts...,https://cdn.myanimelist.net/r/50x70/images/manga/3/116735.jpg?s=f1d3de9f00b75dd0ce6cf748f9d08ac4,R,R.O.D Rehabilitation
"Yomiko Readman's love for literature goes far beyond any run-of-the-mill bookworm's! In fact, she has a supernatural ability to manipulate paper in the most amazing ways. From turning a tiny scrap int...",https://cdn.myanimelist.net/r/50x70/images/manga/3/266047.jpg?s=c87386a4cf42914d0c98c7d0de27154d,R,R.O.D: Read or Die
"Michelle is a romantic daydreamer and hardcore book collector. Maggie is a soft-spoken bookworm who always gets mistaken for a boy. Anita is a tomboy who doesn't have time for reading. Together, they'...",https://cdn.myanimelist.net/r/50x70/images/manga/2/178270.jpg?s=ee75281e8b8662d71caf692ede419d39,R,R.O.D: Read or Dream
"Odaiba, Tokyo, a skyscraper devoid of human life. Woo had come from Hong Kong, bringing with him a rare book entitled ""The Black Book of Fairy Tales."" His counterpart was a blond Englishman. However,...",https://cdn.myanimelist.net/r/50x70/images/manga/2/179672.jpg?s=1aea33c1c272a3e6d5b7de0d7833f8a9,R,"R.O.D: Yomiko Readman ""The Paper"""
,https://cdn.myanimelist.net/r/50x70/images/manga/3/265716.jpg?s=6192df9505db9cffbc21ddce9954c4e6,R,R15+ ja Dame desu ka?
,https://cdn.myanimelist.net/r/50x70/images/manga/1/289944.jpg?s=3c00560de3aef72158817a6c298123c4,R,R18 Killer
Recently graduated Suzumura Rikako was still jobless when her older sister insisted that she apply to the company that she was working for. It sounds really great except for the part where that compan...,https://cdn.myanimelist.net/r/50x70/images/manga/2/159422.jpg?s=18851c2fcc6595c1095272bd2efbab38,R,R18!
"""R"" or rather Room 402 is the room where our illustrious female main character lives. One day which seems to be by mere coincidence her fate intertwines with that of Sasamoto, a savvy man who seems to...",https://cdn.myanimelist.net/r/50x70/images/manga/1/222901.jpg?s=0635f50b3ffaf73edb898eeee4517c79,R,R402
1. Mahou Shoujo Märchen☆Chouchou 2. The Room: ○○○ shinai to Derarenai Heya 3. Transchinporter Ayumu 4. Takeshi to Kateikyoushi 5. Hokkori Eye Mask 6. Sexlessus no Tsuma 7. Nopan Anthology 8. Harvest,https://cdn.myanimelist.net/r/50x70/images/manga/3/253448.jpg?s=babcfb4c08a729439ded22e67d742fce,R,Ra Girl!!!
"Al Foster is a private detective whose workaday life suddenly shakes up with the arrival of 13-year-old Rai Spencer, youngest son of the billionaire Spencer family, genius child prodigy, and unrepenta...",https://cdn.myanimelist.net/r/50x70/images/manga/1/265855.jpg?s=0f66c93aa24eb244abcdc00b212b8995,R,Ra-i
A one-shot about a treasure hunter from the sky who recruits a passerby to help her look for a treasured doll located in the world below. (Source: Japanzai),https://cdn.myanimelist.net/r/50x70/images/manga/1/172448.jpg?s=75c2f4c94bf9d27c5b49393cd752cf45,R,Rabbit Foot
1. Welcome to the Rabbit Paradise♡ 2. Rabbit Paradise♡: After Days 3. Onegai♡Rika-chan 4. REC 5. Homestay 6. Mari Days 7. Delivery Wolf 8. Yoizakura 9. Creamy Love 10. Deep Love,https://cdn.myanimelist.net/r/50x70/images/manga/2/276899.jpg?s=bebb4c1c21d58806f04b1256a8169168,R,Rabbit Paradise
A 4-koma about a humanoid rabbit salaryman's daily life shared with his human wife and their hybrid rabbit-child.,https://cdn.myanimelist.net/r/50x70/images/manga/2/127097.jpg?s=8faa472c97be4895b20cb544420490aa,R,Rabi Papa
,https://cdn.myanimelist.net/r/50x70/images/manga/1/246570.jpg?s=68e57802703ca3bd06dd834882358994,R,Rabuka
,https://cdn.myanimelist.net/r/50x70/images/manga/2/81764.jpg?s=ba1f6379ed61870bae68c3a1e7d97604,R,Raburin Ice Cream
Ra Hyeon just got the exciting news that she's passed the Bar Exam and is headed to law school. But what should've been one of the best days of her life turns out to be the worst as the shock causes h...,https://cdn.myanimelist.net/r/50x70/images/manga/1/283136.jpg?s=b4491eddeb1c114552188be06de0e53d,R,Race to Steal the Emperor's Heart
"The time is a fantastical near-future. The place: the dangerous industrial city of Chester Valley. Rachel, a willful daughter of a zaibatsu family asks a pair of androids to help her... (Source: MU)",https://cdn.myanimelist.net/r/50x70/images/manga/1/235426.jpg?s=5fc06fb5654ed62f2e89be1608b847eb,R,Rachel Dial
,https://cdn.myanimelist.net/r/50x70/images/manga/3/165917.jpg?s=027caebd3820352ff0000a8f809de480,R,Rachel Sousou
1. Ese Shujuu 2. Nukarumi 3. Zurounin 4. Kioku 5-6. Tokikoe 7. Nukaru Soko ga Yasashikute 8. Taihai Chuudoku 9. Kimi ni Saku Dahlia 10. Mayoi Neko,https://cdn.myanimelist.net/r/50x70/images/manga/3/273782.jpg?s=36dfced2fc7664c791b195b17c8bdb32,R,Rachi
"High school student Shou Shintou, son of the Superintendent General of the Metropolitan Police, is known for his extraordinary deductive skills and the ability to solve even the most difficult cases....",https://cdn.myanimelist.net/r/50x70/images/manga/2/219623.jpg?s=870f0fa8343467a53e7631341fb61702,R,Rack: 13-gakari no Zankoku Kikai
"When Rad is child he can't control his power as result he killed his Older brother Rinpu. After that Rad Decide to tech many people same as him, How to control own Power. He Created a school for it. H...",https://cdn.myanimelist.net/r/50x70/images/manga/3/69757.jpg?s=c3e3d2ab96dad34c9e3698f572bb9bfd,R,Rad & Rinpu
"In the center of the world lies the human kingdom of Radiata. People throughout the land sing of its glory. Sharing the world with the humans are the fairy creatures. Dwarves, elves, goblins, and othe...",https://cdn.myanimelist.net/r/50x70/images/manga/2/9354.jpg?s=e652725cad5a4b83a11929deecf43875,R,Radiata Stories: The Epic of Jack
"In the center of the land lies the human kingdom of Radiata and surrounding it are the lands of fairies, elves and goblins. The relationships between the two species were never good but things got wor...",https://cdn.myanimelist.net/r/50x70/images/manga/2/37234.jpg?s=1e77a93024c9715a0e258f0f93b22990,R,Radiata Stories: The Song of Ridley
"Iori Igarashi is a talented radiology technician who has patiently waited for his chance to work with An Amakasu, his childhood friend. After being hired at her family's hospital, he is determined to...",https://cdn.myanimelist.net/r/50x70/images/manga/3/180240.jpg?s=cd3e5fb82d60a5a03f90f00f9d17a923,R,Radiation House
"Sagara Yuichi is an aspiring writer who was caught in a convenience store robbery. Despite having the chance to escape, he lingered to gain writers experience, and ended up getting stabbed. During his...",https://cdn.myanimelist.net/r/50x70/images/manga/3/80753.jpg?s=728d28299ba4a4be2c5697ae045ab3f1,R,Radical Blood Monster
,https://cdn.myanimelist.net/r/50x70/images/manga/1/163401.jpg?s=8e3bf3da97d1b65a2a51aba5a70c8358,R,Radical Elements
1. Hitou! Waninoyu Sentou 2. Ama Raba 3. Recycle Girl 4. GoGo Girl! 5. Kusuri no Trouble? (Medicine Trouble?) 6. Keitai Bitch (Cell Phone Bitch) 7. Tour de Romance 8. She Sea Summer 9. Teach Me! 10. T...,https://cdn.myanimelist.net/r/50x70/images/manga/1/186037.jpg?s=54c0007a3e3532b902a2b52f20848e1f,R,Radical GoGo Baby!
,https://cdn.myanimelist.net/r/50x70/images/manga/1/164377.jpg?s=7d9cdfbc63b5b47dbe9029a39a66848b,R,Radical☆Princess
,https://cdn.myanimelist.net/r/50x70/images/manga/1/43577.jpg?s=dafa1d3fff45cf56364427da64dc472a,R,Radio de Go!
"At the Ozu Technical High School, students ranging from first years in their teens to fifth years already in their 20’s are bred to become engineers. Togawa Sumiji is the president of the Robotics Div...",https://cdn.myanimelist.net/r/50x70/images/manga/1/62239.jpg?s=cb670f75294b0c9a3f589c313d694f92,R,Radio Heads
"In a world ravaged by war and a deadly plague, supernatural abilities are no longer just a fantasy. Sak, who was born with an extraordinary sense of smell, sets out to find his caller—the only person...",https://cdn.myanimelist.net/r/50x70/images/manga/3/286208.jpg?s=e7369e9a9031095114d38ac2aed9a0ea,R,Radio Storm
"Born at the end of the 15th century in Italy during the Renaissance, Raffaello is regarded as the greatest painter of his period. Starting from the city of Urbino, he lived in Florence, met with Miche...",https://cdn.myanimelist.net/r/50x70/images/manga/3/236842.jpg?s=0ff4fe795d7169f15968b9aea0801f35,R,Raffaello: Sono Ai
"I'll marry the male lead myself! Raffine is in a predicament, and there are three reasons why. One, she's been reincarnated into a super angsty, highly depressing novel. Two, her older brother is dest...",https://cdn.myanimelist.net/r/50x70/images/manga/2/282217.jpg?s=1fa009262fc92160fdc670df6c4dd88e,R,Raffine's Plan: Save My Favorite Character
,https://cdn.myanimelist.net/r/50x70/images/manga/1/151010.jpg?s=a13c4e972ba961a9d4c06aef5b91feb4,R,Rafnas
,https://cdn.myanimelist.net/r/50x70/images/manga/3/71527.jpg?s=6f2535cd6bf334847ad074495d43cc51,R,Rafu
"The ""panic horror"" manga is set in contemporary Japan after a zombie outbreak. The omnibus of short stories depicts the tragedies that befall a bullied child, a yakuza member, a couple, and various ot...",https://cdn.myanimelist.net/r/50x70/images/manga/2/159300.jpg?s=052d9467df3cf6f1ce838156f9e2a42a,Z,Z
"The adventures of Agent Z, the newest recruit to Major Eberbach's alphabet soup of subordinates. These stories take place in the Eroica universe, but they are serious espionage adventure tales and Dor...",https://cdn.myanimelist.net/r/50x70/images/manga/2/45765.jpg?s=0ab0bf7497fc282d2ee33979b4047f0b,Z,Z
,https://cdn.myanimelist.net/r/50x70/images/manga/3/131683.jpg?s=c03602ca14fae8b0a60f3dc0e9154c87,Z,Z Boys / Princess
A retelling of Mazinger Z mixed with ancient Greek mythology with a modern touch. (Source: MU),https://cdn.myanimelist.net/r/50x70/images/manga/1/184457.jpg?s=61433695866aab1067a7df9072627972,Z,Z Mazinger
"When hardcore FPS enthusiast Hiroaki Dewa pulls off his VR headset and steps outside for the first time in ages, he realizes that the whole world is in ruins! Soon after, he coincidentally runs into h...",https://cdn.myanimelist.net/r/50x70/images/manga/2/212286.jpg?s=634b17fbac3af3311860f4ee439546a7,Z,Z no Jikan
,https://cdn.myanimelist.net/r/50x70/images/manga/1/215191.jpg?s=a433f9050d732e7a8137e722c5f014b8,Z,Z/X: Code Reunion
,https://cdn.myanimelist.net/r/50x70/images/manga/3/167434.jpg?s=6939292cf82a408166d88b9a4b55f281,Z,Z/X: Zillions of Enemy X
,https://cdn.myanimelist.net/r/50x70/images/manga/1/282149.jpg?s=722a9b3dabcaa084ddccababe5b7336b,Z,Zaafira Heika to Kuro to Shiro
"Souichi Kirisaki, who teaches at a private middle school, has a problem. Three of his students, Chika Yuzukami, Yuki Kitsuregawa, and Momoka Watarase, make fun of him. Souichi wants to be well liked,...",https://cdn.myanimelist.net/r/50x70/images/manga/2/278753.jpg?s=de5c93eface94c8d853ef3744137c299,Z,Zaako Zako Zako Zako Sensei
"When ten criminal acts collide, what's going to happen!?",https://cdn.myanimelist.net/r/50x70/images/manga/3/122803.jpg?s=3f10a87b01bb84c686e752dc2b3a2d07,Z,Zai x 10
,https://cdn.myanimelist.net/r/50x70/images/manga/3/127995.jpg?s=f036d0271c1c915933559d9285dd1594,Z,"Zaiakukan ""Onegai... Konna Sugata Minaide"""
1. Ochi Inbo 2. Musukogui: Enbo no Yuuwaku 3. Boshi Kankei 4. Koukan Jouken 5. Watashi no Himegoto 6. Ani yori mo Imouto 7. Oyako Kankou 8. Kyoudai Kanin,https://cdn.myanimelist.net/r/50x70/images/manga/2/238677.jpg?s=4f97b38f977767dcba1dd9de7fbd72e8,Z,Zaiakukan: Haramase Kazoku Koubi
"Missing each other due to misunderstanding in high school, the two of them returned to teach at their alma mater after graduating from college. After seven years, Muli Yang didn't recognize that she w...",https://cdn.myanimelist.net/r/50x70/images/manga/2/257387.jpg?s=dfe9d3c046f3374cdcbcf6d6ddd44b4a,Z,Zaidu Yu Ni
,https://cdn.myanimelist.net/r/50x70/images/manga/1/222603.jpg?s=0171584c3080d071c17b32e706709f18,Z,Zaika no Grimm
,https://cdn.myanimelist.net/r/50x70/images/manga/3/182630.jpg?s=b8dbb4b80a7700798839f147766c937d,Z,Zaikai Teiou no Amasugiru Shiikuai
,https://cdn.myanimelist.net/r/50x70/images/manga/2/191224.jpg?s=6004c52f2d25580f72fd71c2ea9f6578,Z,Zainin Kyoushitsu
,https://cdn.myanimelist.net/r/50x70/images/manga/3/245900.jpg?s=674c9851ed0b5db2a0b2010233ae7a9d,Z,Zaitaku Kanojo
,https://cdn.myanimelist.net/r/50x70/images/manga/2/185845.jpg?s=167997fd6c617f092519c295f85cf87e,Z,Zaito BxB
"Zakkyo Jidai is about a girl called Kazuko who always puts on an act that she's a perfect, good girl. Prim and proper, people always think that her parents have the perfect daughter, but in fact it's...",https://cdn.myanimelist.net/r/50x70/images/manga/1/31078.jpg?s=7025628536a299e0607b2d005c58993c,Z,Zakkyo Jidai
,https://cdn.myanimelist.net/r/50x70/images/manga/2/279610.jpg?s=cb1fdbca98887bafc34553ffd4292855,Z,"Zako Himesama wa Ikinobitai!: Shokei no Kiki wa, Hime Play de Norikirimasu"
,https://cdn.myanimelist.net/r/50x70/images/manga/2/134865.jpg?s=b3947f65d38821736ac81f02368a34ec,Z,Zako Kamisama
,https://cdn.myanimelist.net/r/50x70/images/manga/2/252156.jpg?s=2b496854cb39ef1138e4229a200b12c6,Z,Zako Succubus-chan wa Semen ga Hoshii no!
,https://cdn.myanimelist.net/r/50x70/images/manga/1/205648.jpg?s=f12672d2762261374a36d90124de1cbf,Z,Zakuro no Jigoku
"A samurai manga about a boy named Zan. Zan's father was a legendary swordsman who used a sword which had no blade (think Sakabatou from Ruroken). Zan's father died one day, and ever since, Zan has wan...",https://cdn.myanimelist.net/r/50x70/images/manga/3/143329.jpg?s=9fcca1502361562d57f5f5574cd3d866,Z,Zan
,https://cdn.myanimelist.net/r/50x70/images/manga/2/93219.jpg?s=b7c394b37469feb6cf4868c3c8165b5e,Z,Zan Natsu
"Chiyo and Akehiko (both 15 years old) have been brought up in an amicable environment at a prosperous restaurant in Japan. They live a safe, happy life, but, as was the norm in feudal Japan, they trai...",https://cdn.myanimelist.net/r/50x70/images/manga/2/21413.jpg?s=8546d0b1b9ec5d8aa4578fd5dedc00a1,Z,Zanbara!
"1) A Confession of His Own Guilt Story of a high-school student who was sexually assaulted when young, and grew up to be openly homosexual. He always tries to antagonise a teacher whom he doesn't see...",https://cdn.myanimelist.net/r/50x70/images/manga/1/4937.jpg?s=7f0ac08ef9db28f922e4b3137dbed0c8,Z,Zange
"Yamada Kiyoshi, a struggling family man with a strong sense of justice oversteps his bounds and attempts to stop a public disturbance. Unfortunately for him, he's caught himself in the crosshairs of a...",https://cdn.myanimelist.net/r/50x70/images/manga/2/260124.jpg?s=4093de141de7cb67f05ca1b764b03478,Z,Zange
,https://cdn.myanimelist.net/r/50x70/images/manga/2/279114.jpg?s=6888091e4adfbcedaaa1cfac435aeacf,Z,Zange Ana
"A salesman of a food manufacturer, Taka-chan loves his newly-married wife, Chinatsu a lot. The love should be deeper than anything else but for some reason she is always angry at him. He loves the way...",https://cdn.myanimelist.net/r/50x70/images/manga/2/283176.jpg?s=9660cb38185268ce2ea99555c15deb87,Z,Zange Meshi
Step into the Horror Mansion if you dare...,https://cdn.myanimelist.net/r/50x70/images/manga/1/150848.jpg?s=158af81044553d4c147005163290208b,Z,Zangekikan
,https://cdn.myanimelist.net/r/50x70/images/manga/1/245445.jpg?s=76f2d78a08e37694c55cd43d2fe21fc0,Z,Zangeshitsu no Chiisana Ero♥Sister
,https://cdn.myanimelist.net/r/50x70/images/manga/3/236544.jpg?s=9c5e29d00a074efe986fac40b1961a6a,Z,"Zangetsu, Kage Yokotawaru Atari"
,https://cdn.myanimelist.net/r/50x70/images/manga/1/171924.jpg?s=7f7ab6a0167e62e8971216fc2a853473,Z,Zangetsuden
A spinoff of 81 Diver based on the adventures of Shito Kirino as his alter-ego Zanguard.,https://cdn.myanimelist.net/r/50x70/images/manga/3/223094.jpg?s=1d7459c3d0060e68f7a0a7adae1f8631,Z,Zanguard
"Takashi Suzuki is a young man who dreams of a heartwarming slow life in some other world. When he finally gets reincarnated into a different world, he receives the ""unconditional love from all local s...",https://cdn.myanimelist.net/r/50x70/images/manga/2/276228.jpg?s=db32f6f86d0e8a79992ebcd3d3956b12,Z,Zangyaku Sugiru Isekai demo Suzuki wa Kawaii
